id,node_ids,road_name
19571,12419300184 12511363823 12511363822 12511363821 12511363820 12511363819 12511363818 12511363817 12511363816 12511363815 12511363814 12511363813 12511363812 12511363811 12419206657 11291204933 11291204935 12419285532,DND-KMP Expressway
19572,12419285532 12419285533,DND-KMP Expressway
19573,12419285534 12419285531,DND-KMP Expressway
19574,12419206669 12419206670 12419206671 12419206672 12419260591,
19575,12419285538 12419285537,
19576,1992404092 12419285541 12419285540 12419285542 12419285539 1992404087,
19577,4221034288 9889315937 4221181750 4221181751 9889018069 9889300940 4221181755 4221181768 9889011498 9889011495 9889011494 9889011496 9889292453 9889011491 9889011489 12431790017 9901961222,
19578,9901961222 4221181769,
19579,11778278948 11778278947,Main Bazar Road
19580,11778278948 9798119665 9798119666 9798119667 9798119668 10274798171,Chitragupta Road
19581,10304663063 10304663062,Devli Road
19582,2149340788 9869997205 9869997203 9869997202,
19583,11982477900 1863230876,Master Plan Road
19584,1645501113 915436686,
19585,2353499035 12280910678,
19586,9897116717 1832175526,
19587,1832175526 1832175525,
19588,1832175525 1832175519 1832175514 1832175318 1832175232,
19589,1832175232 1832175230,
19590,9843144837 9841133280 3008655542 3008655543 3009867528 3008655544 3008655545 9841036951 3008655546 9841036952 3008655547,Siraspur Firni
19591,9914364778 9914364777,Sector 23 Road
19592,11846399919 11846399920 11846399921 11846399922,
19593,11846399915 11846399916 11846399949,
19594,11974928238 11974928239,
19595,12479834418 12479834417 12479834416 12479834415 9911234543 13146413429,
19596,13146413429 13146413428,
19597,13146413428 13146413427,
19598,13146413427 9907138346,
19599,12235017136 9821460841 9821460840 13296279674,
19600,13296279674 13296279670,
19601,13296279670 3005759142,
19602,12506419956 6039006403 12506419957 943640943,Ajmal Khan Road
19603,1869899505 943640773,Deshbandhu Gupta Road
19604,943640773 12120727974,Deshbandhu Gupta Road
19605,12120727974 291511686 12120727957,Deshbandhu Gupta Road
19606,12120727957 6039006404 943640943,Deshbandhu Gupta Road
19607,943640943 943641257,Ajmal Khan Road
19608,1820483448 1820483445,
19609,913534966 13055666977 6645921044 5066781594,Outer Ring Road
19610,2129418450 2129418447 2129418453,Urban Extension Road-II
19611,11597377559 11843503230 6225355390,Urban Extension Road-II
19612,11846399895 6225355410,Urban Extension Road-II
19613,10209741877 2129415541 2129415507,Urban Extension Road-II
19614,6225355390 6225355389,Urban Extension Road-II
19615,6521316750 3635432288,Urban Extension Road-II
19616,3635432288 12525804229,Urban Extension Road-II
19617,3635432286 6521316755,Urban Extension Road-II
19618,12525804231 3635432286,Urban Extension Road-II
19619,10231722593 13127354152 13124860986 13127317974,Urban Extension Road-II
19620,13127317974 10233046374 13124860965,Urban Extension Road-II
19621,13124860965 12525804232 6521316749,Urban Extension Road-II
19622,6521316754 12525804234 13124868236,Urban Extension Road-II
19623,13124868236 13124860987,Urban Extension Road-II
19624,13124860987 13127317973,Urban Extension Road-II
19625,13127317973 12525804243 13127354153 12525804244 10231722599,Urban Extension Road-II
19626,10231674501 12525830584 13127354057 12525830569,Urban Extension Road-II
19627,12525830569 12525830570,Urban Extension Road-II
19628,12525830572 12525830571,Urban Extension Road-II
19629,12525830573 12525830572,Urban Extension Road-II
19630,12525830574 12525830573,Urban Extension Road-II
19631,12525830570 12525830576,Urban Extension Road-II
19632,12525830576 12525830575,Urban Extension Road-II
19633,12525830571 10231752171 12525830587 10231674502,Urban Extension Road-II
19634,12569841164 12569841169,Madan Mohan Malviya Marg
19635,12569841165 12569841163,Madan Mohan Malviya Marg
19636,12569841169 903990171 6926060443,Madan Mohan Malviya Marg
19637,6926060443 855723736 903731435 12569841168 877152308 877152265 855723946 903731131 855723445 6191942886 855723710 903731385 9861653276 855723859 855723368 877152758 855723571 855723824 9819632461 855724053 855723524 855723766 855723660 903714480 855723875 855723888 6114625010 855723381 903714433 855723594 6192104054 855723826 855724058 855723529 855723769 11822167119 855723941 855723555 855723880,Madan Mohan Malviya Marg
19638,855723880 855723482,Madan Mohan Malviya Marg
19639,855723482 855723782,Madan Mohan Malviya Marg
19640,12569841163 6926069790,Madan Mohan Malviya Marg
19641,849943473 849943419,Metro Station Road
19642,849943419 849943471 6636896849 849943416 851690185 850044693 849943368 850044795 11242864937 850044759 851690686,Metro Station Road
19643,10232494336 12614941468,Dwarka Expressway
19644,12614941472 10233760088,
19645,12614941473 12614941472,
19646,6657077591 13284440414,
19647,13284440414 915436373 6195148312 6738429599 6649967359,
19648,6649967359 6649967360,GT Karnal road
19649,6649967360 915433370 6649967356,GT Karnal road
19650,12637930953 12637930954,
19651,1869899506 9865894451,Padam Singh Road
19652,9865894451 12135383516 943640665,Padam Singh Road
19653,943640665 9865894428,Padam Singh Road
19654,9865894428 943640268,Padam Singh Road
19655,943640268 943640253,Padam Singh Road
19656,943640253 9181764104 943640920,Padam Singh Road
19657,6884962304 9865681675 9865801112 12135429614 9865801110 9181764115 9181815321 9865681669 9181815333 9865681672 12135383517 1869899506,Ram Kishan Dass Road
19658,12640121731 12640121732 12640121736 12640121733 12640121734 12640121735,
19659,12675581614 12419206669,
19660,12675581615 12675581616,
19661,12419285512 12419206664 11290010559 12419206666 11290010558 12675581615,DND-KMP Expressway
19662,268212656 2645768356,Govind Lal Sikka Marg
19663,413760691 12376225981,
19664,4230117891 413760691,
19665,913550226 10142183938,Shivaji Marg
19666,5066781539 12678223846 913535753 9914593516 1801084327 3739133458 913534825 9870040744 913534884 2690761556,Outer Ring Road
19667,12690343998 915291000,Mahatma Gandhi Marg
19668,915291000 1825530325 915292261 915291504 915292463 915291922 6735100425 915291142 915292347 915291606 915292545 6932055858 915292549 915292271 9859933557 915292218,Mahatma Gandhi Marg
19669,12690343963 12690343985 12690343993 12690343998,Mahatma Gandhi Marg
19670,12690343935 12690343951 12690381706 12690343960,Mahatma Gandhi Marg
19671,12690343960 1681456745 11799252486 11799252482 1825530323 915291447 915292174 915290834 1319768947,Mahatma Gandhi Marg
19672,1319768947 5766333279 6932055847 915292410 915291398 1825530319 1825530317 915292091 13264666433 13264666428 915368332 915369014 915368461 915368672 915367930 5766333352 6735140228 915368797 915369335 12237354893 915368728,Mahatma Gandhi Marg
19673,915368728 915368117 915368898 915368323 915368999 915369076,Mahatma Gandhi Marg
19674,2945828444 3661703915,
19675,9871480986 9871480995,Mahatma Hansraj Marg
19676,12818558953 12818558952 12818558954 12818558951 12818558950 12818558955 12818558949 12818558948 12818558947 12818558946 12818558945 12818558944 12818558943 12818558942 12818558941 12818558940 12818558939 12818558938 5973970394 12818558937 5973970396 12818558936 5973970392 12818558935 5973970393 12818558934 12818558933 9916254858 12696894996 12696894997 9888993597 11393649001 11393649006 3864631566 10242023030,
19677,10242023030 9888993600 12696894998 12696894999 12696895000 12696907001 12696907002 12696907003 12696907004 13148702100 13148702099 13148702098 13148702097 13148702096 13148702095 13148702094 13148702093 13148702092 13148702091 11843524848 13148702061 13148702090 13148702089 13148702088 13148702087 13148702086 13148702085 13148702084 13148702083 12408336911 11843503261,
19678,12718165811 943641076,Hardhyan Singh Marg
19679,9841067832 9841036044 9841067833,Saraswati Marg
19680,6751553074 6751553076 6751553078 6751553080 6660003867 6751553084 6751554086 6751554088 6741865652 6741865651 6741865628 943640357,Saraswati Marg
19681,943640357 6741865639 6622401081 6039006398 6743318630,Saraswati Marg
19682,6743318630 943641171,Saraswati Marg
19683,12718171559 943684526,Bank Street
19684,11792964333 12718180638,Sardar Patel Marg
19685,6554718342 12718180639,Sardar Patel Marg
19686,11744871196 246518180 11792964333,Panchsheel Marg
19687,6576529277 12718180640,Panchsheel Marg
19688,11792964332 12718180641,Simon Bolivar Road
19689,316463562 11792964332,Sardar Patel Marg
19690,11744871193 6669134720,Sardar Patel Marg
19691,6669134720 988038988 11841922696 3643761205 3643761204 988038990 5977627138 11006850669 11006850672 11799164411 563643199,Sardar Patel Marg
19692,563643199 11006941807,Sardar Patel Marg
19693,11006941807 11006937596 12866424059 563643198 309647168 915368248,Sardar Patel Marg
19694,12718200410 6385598130,Patel Road
19695,3268515075 9542979281 6657074106 10272948708 9855000977 9567713782 10272948698 10272948696 9854954712 10272948695 6385598123 6225764860 915232255 6763955902 6763955896 915232210 915232333,Patel Road
19696,1377318080 8373361306,
19697,9870126389 6640070825,Manhattan Drive
19698,6640070825 3195399222 9870068523 3195399228,Manhattan Drive
19699,3195399228 3195399230,Manhattan Drive
19700,6884621283 2136089077,
19701,5977448434 12246292751 12728184170 12728184167,Janpath Lane
19702,12728184167 12728184169 12728184168 267249963,Janpath Lane
19703,851690918 11939284528,
19704,9850083434 4210634404,
19705,249782331 12247941848 1869716862,Radial Road 7
19706,10100045345 918296729,GT Karnal road
19707,8778111082 472499650 472499649 9897161991 472499648 472499647 472499646 9897226971 472499645 4135714915 472499644 12850969488,Najafgarh Kapashera Road
19708,12850969488 10233688005,Najafgarh Kapashera Road
19709,10233688005 12850969485 4135749269,Najafgarh Kapashera Road
19710,472499629 472499628 10234064978,Najafgarh Kapashera Road
19711,10234064978 4229620286 11185416527,Najafgarh Kapashera Road
19712,427807514 249824250,Rd. No. 224
19713,427807513 427807514,Road Number 201
19714,427807513 12741505463 418812988 602466566 472513624,Rd. No. 224
19715,472513624 418812989 418812994 9855347033 418812995 418813002 418813003 418813004 2841691020 418813005 418813006 5173169080 418813007,Rd. No. 224
19716,418813007 602466635,Rd. No. 224
19717,249824250 418811458,Road Number 201
19718,9862191398 9862225629 9862225621 9862225630 9862191401,
19719,9862191401 450614568,
19720,10302091322 10302091323 1986214756,
19721,2431985871 2684659808 9871743600 7244699116 9871743558 9870290401 2431985838 2431985832,
19722,9871745233 2431985871,
19723,12640121735 939086568 12765807453 939086615 6438502200 939086486 8320363629 939086513,Bahadur Shah Zafar Marg
19724,591430917 7652376701 9871948822 591430918,
19725,12744421505 591430917,
19726,1824638384 923637893,Vikas Marg
19727,12744602717 918296426,
19728,918296597 918296470,
19729,918296470 12744602717,GT Karnal road
19730,1820483200 1820886481 1820483205 1820483207,Pragati Marg
19731,4214793977 1863520139,
19732,8373361270 1986214220 8373361372,
19733,8373361270 8373361265,
19734,11548860441 12754072463 13140734745,
19735,12754072478 12754072479,
19736,9860013033 9860013032 9849385124 12754072471 4230117288 9849385133 9849385134 9849385135 11482342222,
19737,915232329 915232152 6881014449,Satguru Ram Singh Road
19738,838633498 838633578 838633345 838633378 838633214,
19739,9882811104 1863520214,Velodrome Road
19740,12758937852 12758937853 12758937854 12758937845,Pusta Road
19741,5437325434 12758937852,Pusta Road
19742,12727172394 6884621283,
19743,6884621283 12727172395,
19744,2136089077 1002656991,
19745,415540575 415540505,
19746,3832409471 3832409475,
19747,3832409479 3832409475,
19748,3832409475 12765652959 12765652958,
19749,6274848294 3832409473 12765652958,
19750,915368894 12765669151,
19751,12765788024 12765788025 12765788026 12765788027,
19752,9645540117 11909505074,Outer Ring Road
19753,5066781594 6645921045 5066781593 4233155304,Outer Ring Road
19754,4233155304 4233155283 9568406635,Outer Ring Road
19755,9568406635 12765844914,Outer Ring Road
19756,12765844913 9568406639,Outer Ring Road
19757,12765844914 12765844916,Outer Ring Road
19758,12765844917 12765844913,Outer Ring Road
19759,12765844916 11909505075,Outer Ring Road
19760,11909505074 12765844917,Outer Ring Road
19761,12765975504 12765975505,
19762,249824093 1986214792,
19763,1986214799 249824093,Northern Access Rd
19764,1986214797 1986214799,
19765,10990168367 427807582 317149313 910665243 910665078 4231409029 910664838,Dwarka-Palam Road
19766,12785221877 12785221879,
19767,12785221879 12785221878,
19768,913486666 458631522,Rajpur Road
19769,458631522 2508000047,Rajpur Road
19770,3735865240 12785409484,
19771,12785635763 12785635764,
19772,1863525196 2957089970,
19773,1863525196 913282380,
19774,2507994522 2507994524,
19775,9840562513 12475211385 9840562514 9840562515,Raj Niwas Marg
19776,9840562515 9840562516 9840591517 9840591518 9840591519 9840591520 9840591521 9840591522 9840591523 9840591524 9840591525 9840591526 9840591527 9840724207 9840562511 9840591528 9840591529 9840591530 9840562510 9840591531 9840591532 9840591533 9840591534 9840591535 9840591536 9840591537,Raj Niwas Marg
19777,9840591537 9840458524,Raj Niwas Marg
19778,3735867674 5971090323 5971090324,
19779,841778002 9861724615 6193876714 841778024,Noida 22 Main Road
19780,841778024 841778004 9861756248,Noida 22 Main Road
19781,12791142282 921084081,
19782,921084081 913536024,
19783,921084200 12791142284 11403032255 12791142283,Road Number B-5
19784,12106013137 12106013133 12106013134 12106013135 905281686,Kotla Road
19785,12106013137 905280624,
19786,11152623228 905281358,Khichripur Road
19787,848530018 848530014 9867482007 10267079826,Shaheed Captain Sameer Bhan Marg
19788,848530037 848529994 848554076,Shaheed Captain Sameer Bhan Marg
19789,848554076 848529983 848554126 848530013 848530038 848530033,Shaheed Captain Sameer Bhan Marg
19790,9867482000 9867481999 9867481998 9867481997 9867481996,Shaheed Captain Sameer Bhan Marg
19791,9861805351 848530010 848530031 848553918 848530026 848554005,Shaheed Captain Sameer Bhan Marg
19792,848554005 848530004 848530018,Shaheed Captain Sameer Bhan Marg
19793,568285977 9867228661,Shaheed Captain Sameer Bhan Marg
19794,12793980426 12793980427,
19795,2953829666 12793999734,
19796,12805976281 12805976282,
19797,12813925047 12813925048,
19798,12813925048 9913678774,
19799,12816056486 12816056487,
19800,8113624376 8113624375 9579703611 9833138003,
19801,2018025677 2018025679 5796662853 5796662862 2018025683 6233151752 1872449685,Pandit Trilok Chandra Sharma Marg
19802,12213536280 3689200538,
19803,12836236875 11088405791,
19804,12836236874 12836236875,
19805,11088405792 12836236877,
19806,12836236877 12836236876,
19807,943640482 12120727970,Hardhyan Singh Marg
19808,12133777877 12839338511,
19809,943641155 1376300252 1802518271 1802518219 1802518222 1802518265 1802518273 4235004639 1802518251 4235004640 4235004642 4235004647 9798089118 450635533 4235004649 1802523154 4235004652 450639988 1802523184 4235004659 4235004661 4235004663 9971730050 4235004666 4235004669 4235004672 4235004673 4235004677 9843182739 4235004680 450635534 9798089119 450641631 450635535 9179109990 9798037594 9798037593 9798037592 4589452172 450635536,Sadar Thana Marg
